MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice
20,RL,60.0,7200,NAmes,5,5,1950,1950,MetalSd,MetalSd,0.0,,,,,0,,0,0,0,SBrkr,1048,0,0,1048,0,0,1,0,3,1,TA,7,Min1,0,Detchd,1950.0,Unf,2,420,TA,TA,0,27,0,0,0,0,0,7,2008,WD,98300
20,RL,85.0,10452,Edwards,6,5,1953,1953,Wd Sdng,Wd Sdng,216.0,TA,TA,Mn,Rec,500,Unf,0,594,1094,SBrkr,1094,0,0,1094,0,0,1,0,3,1,TA,5,Typ,2,Attchd,1953.0,RFn,2,495,TA,TA,0,0,0,0,287,0,0,6,2008,WD,155000
60,RL,70.0,7700,NAmes,6,5,1966,1966,MetalSd,MetalSd,351.0,TA,TA,No,Unf,0,Unf,0,756,756,SBrkr,1051,788,0,1839,0,0,1,1,4,1,TA,7,Typ,1,Attchd,1966.0,Unf,2,442,TA,TA,0,124,216,0,0,0,0,6,2010,WD,155000
180,RM,21.0,1936,MeadowV,4,6,1970,1970,CemntBd,CmentBd,0.0,Gd,TA,Av,BLQ,131,GLQ,499,0,630,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,,,,0,0,,,0,0,0,0,0,0,0,12,2007,WD,84500
60,FV,65.0,8125,Somerst,7,6,2007,2007,CemntBd,CmentBd,,Gd,TA,No,Unf,0,Unf,0,813,813,SBrkr,822,843,0,1665,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,2007.0,RFn,2,562,TA,TA,0,0,0,0,0,0,0,5,2008,WD,205950
70,RL,60.0,9084,Edwards,4,5,1940,1950,MetalSd,MetalSd,0.0,TA,TA,Mn,Unf,0,Unf,0,755,755,SBrkr,755,755,0,1510,1,0,1,0,4,1,TA,7,Typ,1,Detchd,1940.0,Unf,1,296,Fa,Po,120,0,0,0,0,0,0,10,2009,WD,108000
60,RL,70.0,8750,CollgCr,7,5,1996,1996,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,880,880,SBrkr,909,807,0,1716,0,0,2,1,2,1,Gd,7,Typ,1,Attchd,1996.0,RFn,2,512,TA,TA,0,120,0,0,0,0,0,7,2009,WD,191000
50,RM,60.0,10320,IDOTRR,6,7,1906,1995,MetalSd,MetalSd,0.0,TA,TA,No,Unf,0,Unf,0,756,756,SBrkr,756,713,0,1469,0,0,1,0,3,1,TA,7,Typ,0,Detchd,1906.0,Unf,1,216,TA,TA,57,0,239,0,0,0,0,6,2008,WD,135000
20,RL,91.0,10437,NoRidge,8,6,1995,1995,MetalSd,MetalSd,660.0,Gd,TA,Gd,GLQ,1696,Unf,0,413,2109,SBrkr,2113,0,0,2113,1,0,2,1,2,1,Gd,7,Typ,1,Attchd,1995.0,Fin,3,839,TA,TA,236,46,0,0,0,0,0,8,2008,WD,350000
160,RM,21.0,1680,BrDale,6,5,1971,1971,HdBoard,ImStucc,381.0,TA,TA,No,Unf,0,Unf,0,525,525,SBrkr,525,567,0,1092,0,0,1,1,3,1,TA,6,Typ,0,Detchd,1971.0,Unf,1,264,TA,TA,0,0,0,0,0,0,0,3,2010,WD,88000
20,RL,72.0,10007,NAmes,5,7,1959,2006,HdBoard,HdBoard,54.0,TA,TA,No,ALQ,806,Unf,0,247,1053,SBrkr,1053,0,0,1053,1,0,1,1,3,1,Gd,5,Typ,0,Attchd,1959.0,RFn,1,312,TA,TA,0,0,0,0,0,0,0,8,2008,WD,145500
70,RL,60.0,7200,Crawfor,7,6,1931,2000,Stucco,Wd Shng,0.0,Gd,TA,No,Unf,0,Unf,0,776,776,SBrkr,851,651,0,1502,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1931.0,RFn,1,270,TA,TA,0,0,112,0,0,0,0,2,2008,WD,149000
50,RL,78.0,17503,NAmes,6,5,1948,1950,VinylSd,VinylSd,0.0,TA,TA,No,Unf,0,Unf,0,912,912,SBrkr,912,546,0,1458,0,1,1,0,3,1,TA,6,Typ,1,Attchd,1948.0,Unf,1,330,TA,TA,192,0,0,0,0,0,0,1,2010,WD,97500
20,RL,75.0,9937,Edwards,5,7,1964,1999,MetalSd,MetalSd,0.0,TA,TA,No,BLQ,637,Unf,0,849,1486,SBrkr,1486,0,0,1486,1,0,1,0,3,1,TA,7,Typ,0,Detchd,1968.0,Fin,2,480,TA,TA,0,0,0,0,0,0,0,3,2009,WD,167000
60,RL,,12384,NWAmes,7,7,1976,1976,Plywood,Plywood,233.0,Gd,TA,No,Unf,0,Unf,0,793,793,SBrkr,1142,793,0,1935,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1976.0,RFn,2,550,TA,TA,0,113,252,0,0,0,0,11,2007,WD,197900
60,RL,52.0,46589,NoRidge,8,7,1994,2005,VinylSd,VinylSd,528.0,Gd,Gd,No,GLQ,1361,Rec,180,88,1629,SBrkr,1686,762,0,2448,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,1994.0,RFn,3,711,TA,TA,517,76,0,0,0,0,0,7,2009,WD,402000
20,RL,120.0,13560,NAmes,6,3,1968,1968,Wd Sdng,Wd Sdng,216.0,Fa,Fa,No,Unf,0,Unf,0,1392,1392,SBrkr,1392,0,0,1392,1,0,1,0,2,1,TA,5,Maj2,2,Attchd,1968.0,RFn,2,576,TA,TA,0,0,240,0,0,0,0,7,2009,WD,110000
85,RL,90.0,10012,Edwards,4,5,1972,1972,Plywood,Plywood,0.0,Gd,TA,Av,BLQ,920,Rec,180,38,1138,SBrkr,1181,0,0,1181,1,0,2,0,3,1,TA,6,Typ,0,Detchd,1974.0,RFn,2,588,TA,TA,0,0,180,0,0,0,0,4,2008,WD,137500
20,RL,49.0,20896,Somerst,8,5,2005,2006,VinylSd,VinylSd,0.0,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,SBrkr,2097,0,0,2097,1,0,1,1,1,1,Ex,8,Typ,1,Attchd,2005.0,Fin,3,1134,TA,TA,192,267,0,0,0,0,0,1,2006,New,423000
60,RL,106.0,11194,Gilbert,8,5,2000,2000,VinylSd,VinylSd,40.0,Gd,TA,No,Unf,0,Unf,0,1406,1406,SBrkr,1454,482,0,1936,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2000.0,RFn,2,504,TA,TA,188,124,0,0,0,0,0,11,2006,WD,230500
60,RL,,18450,NAmes,6,5,1965,1979,Plywood,Plywood,113.0,Gd,TA,No,LwQ,187,Rec,723,111,1021,SBrkr,1465,915,0,2380,0,0,2,1,3,1,TA,7,Sev,1,CarPort,1965.0,Unf,2,596,TA,TA,0,265,0,0,0,0,0,8,2007,WD,129000
20,RL,65.0,8125,SawyerW,6,5,1994,1998,HdBoard,HdBoard,258.0,Gd,TA,No,GLQ,1138,Unf,0,270,1408,SBrkr,1679,0,0,1679,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,1994.0,RFn,2,575,TA,TA,224,42,0,0,0,0,0,10,2008,WD,193500
20,RL,,14175,Sawyer,5,6,1956,1987,CemntBd,Wd Sdng,0.0,TA,TA,No,Rec,988,Unf,0,200,1188,SBrkr,1437,0,0,1437,1,0,1,1,3,1,TA,6,Min2,1,Detchd,1999.0,Unf,2,576,TA,TA,304,0,0,0,0,0,0,11,2006,WD,168000
30,RL,80.0,11600,Crawfor,4,5,1922,1950,MetalSd,MetalSd,0.0,Fa,TA,No,Unf,0,Unf,0,700,700,SBrkr,1180,0,0,1180,0,0,1,0,2,1,Fa,5,Typ,1,Detchd,1922.0,Unf,1,252,TA,Fa,0,0,67,0,0,0,0,7,2006,WD,137500
60,RL,64.0,8633,CollgCr,6,5,2005,2005,VinylSd,VinylSd,0.0,Gd,TA,No,GLQ,193,Unf,0,545,738,SBrkr,738,738,0,1476,1,0,2,1,3,1,Gd,7,Typ,0,Attchd,2005.0,Fin,2,540,TA,TA,100,35,0,0,0,0,0,2,2009,WD,173500
70,RH,54.0,6629,Edwards,6,6,1925,1950,Wd Sdng,Wd Sdng,0.0,TA,TA,No,BLQ,551,Unf,0,121,672,SBrkr,697,672,0,1369,1,0,2,0,3,1,TA,6,Typ,0,Detchd,1930.0,Unf,1,300,TA,TA,147,0,0,0,0,0,0,7,2009,WD,103600
20,RL,,11250,Veenker,6,6,1977,1977,Plywood,Plywood,0.0,Gd,TA,No,ALQ,767,Unf,0,441,1208,SBrkr,1208,0,0,1208,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1977.0,RFn,2,546,TA,TA,198,42,0,0,0,0,0,6,2006,WD,165000
20,RL,110.0,14442,Crawfor,6,7,1957,2004,CemntBd,CmentBd,106.0,TA,TA,No,GLQ,1186,Unf,0,291,1477,SBrkr,1839,0,0,1839,1,0,2,0,3,1,Gd,7,Typ,2,Attchd,1957.0,Fin,2,416,TA,TA,0,87,0,0,200,0,0,6,2007,WD,257500
20,RL,80.0,9200,NAmes,6,6,1965,1965,HdBoard,HdBoard,0.0,TA,TA,No,Rec,892,Unf,0,244,1136,SBrkr,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,Attchd,1965.0,RFn,1,384,TA,TA,426,0,0,0,0,0,0,7,2008,WD,140000
160,RL,24.0,2289,NPkVill,6,6,1978,1978,Plywood,Brk Cmn,0.0,TA,TA,No,ALQ,311,Unf,0,544,855,SBrkr,855,586,0,1441,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1978.0,Unf,2,440,TA,TA,28,0,0,0,0,0,0,4,2009,WD,148500
70,RM,60.0,9600,OldTown,4,2,1900,1950,AsbShng,Stucco,0.0,TA,Fa,No,Unf,0,Unf,0,1095,1095,SBrkr,1095,679,0,1774,1,0,2,0,4,2,TA,8,Min2,0,2Types,1920.0,Unf,3,779,Fa,Fa,0,0,90,0,0,0,0,5,2006,WD,87000
30,RL,52.0,9022,OldTown,5,8,1924,2006,VinylSd,VinylSd,0.0,TA,TA,No,Unf,0,Unf,0,768,768,SBrkr,792,0,0,792,0,0,1,0,2,1,Gd,5,Typ,0,Detchd,1924.0,Unf,1,240,Fa,Fa,316,0,120,0,0,0,0,5,2009,WD,109500
20,RL,80.0,11844,StoneBr,8,5,2008,2008,VinylSd,VinylSd,464.0,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,SBrkr,2046,0,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2008.0,Fin,3,834,TA,TA,322,82,0,0,0,0,0,7,2009,New,372500
20,RL,,9945,Sawyer,5,5,1961,1961,Wd Sdng,Wd Sdng,57.0,TA,TA,No,Rec,827,Unf,0,161,988,SBrkr,988,0,0,988,1,0,1,0,3,1,TA,5,Typ,0,Detchd,1963.0,Unf,2,572,TA,TA,0,0,0,0,0,0,0,10,2007,WD,128500
120,RL,50.0,8012,SawyerW,6,5,1980,1980,Plywood,Plywood,0.0,Gd,TA,No,BLQ,543,BLQ,119,261,923,SBrkr,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,1,Attchd,1980.0,RFn,1,264,TA,TA,80,0,0,0,0,0,0,5,2010,WD,143000
50,RH,55.0,4500,SWISU,5,5,1932,2000,VinylSd,Stucco,0.0,TA,TA,No,Rec,182,Unf,0,611,793,SBrkr,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1968.0,Unf,1,281,TA,TA,0,0,56,0,0,0,0,7,2009,WD,159434
120,RL,,2887,ClearCr,6,5,1996,1997,Wd Sdng,Wd Sdng,0.0,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,SBrkr,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,Attchd,1996.0,Unf,2,431,TA,TA,307,0,0,0,0,0,0,11,2008,WD,173000
20,RL,90.0,11248,CollgCr,9,5,2002,2002,VinylSd,VinylSd,215.0,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,SBrkr,1668,0,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,3,702,TA,TA,257,45,0,0,0,0,0,7,2007,WD,285000
60,RL,58.0,16770,NoRidge,7,5,1998,1998,VinylSd,VinylSd,30.0,Gd,TA,No,Unf,0,Unf,0,1195,1195,SBrkr,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,Attchd,1998.0,Fin,2,486,TA,TA,0,81,0,0,0,0,0,6,2010,WD,221000
160,RL,,5062,StoneBr,7,5,1984,1984,HdBoard,HdBoard,0.0,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190,SBrkr,1190,900,0,2090,1,0,2,0,3,1,Gd,6,Min1,1,Attchd,1984.0,Fin,2,577,TA,TA,219,0,0,0,0,0,0,9,2007,WD,207500
60,FV,84.0,10207,Somerst,7,6,2007,2007,VinylSd,VinylSd,0.0,Gd,TA,No,Unf,0,Unf,0,874,874,SBrkr,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,Attchd,2007.0,Fin,2,578,TA,TA,144,105,0,0,0,0,0,8,2007,New,227875
160,FV,,5105,Somerst,7,5,2004,2004,MetalSd,MetalSd,0.0,Gd,TA,No,GLQ,239,Unf,0,312,551,SBrkr,551,551,0,1102,0,0,2,1,2,1,Gd,4,Typ,0,Detchd,2004.0,Unf,2,480,TA,TA,0,60,0,0,0,0,0,3,2007,WD,148800
20,RL,60.0,8089,StoneBr,8,6,2007,2007,MetalSd,MetalSd,0.0,Gd,TA,Av,GLQ,945,Unf,0,474,1419,SBrkr,1419,0,0,1419,1,0,2,0,2,1,Gd,7,Typ,1,Attchd,2007.0,RFn,2,567,TA,TA,140,0,0,0,0,0,0,10,2007,New,392000
120,RL,61.0,7577,NridgHt,6,5,2005,2006,VinylSd,VinylSd,256.0,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,SBrkr,1362,0,0,1362,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2,460,TA,TA,192,28,0,0,0,0,0,6,2007,WD,194700
120,RM,,4426,CollgCr,6,5,2004,2004,VinylSd,VinylSd,147.0,Gd,TA,Gd,GLQ,697,Unf,0,151,848,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Attchd,2004.0,RFn,2,420,TA,TA,149,0,0,0,0,0,0,5,2008,WD,141000
60,RL,104.0,21535,NoRidge,10,6,1994,1995,HdBoard,HdBoard,1170.0,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,Attchd,1994.0,Fin,3,832,TA,TA,382,50,0,0,0,0,0,1,2007,WD,755000
60,RL,42.0,26178,Timber,7,5,1989,1990,MetalSd,MetalSd,293.0,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,SBrkr,1238,1281,0,2519,1,0,2,1,4,1,Gd,9,Typ,2,Attchd,1989.0,RFn,2,628,TA,TA,320,27,0,0,0,0,0,4,2006,WD,335000
30,RL,60.0,5400,OldTown,5,6,1921,1968,MetalSd,MetalSd,0.0,TA,TA,No,Unf,0,Unf,0,1073,1073,SBrkr,1073,0,0,1073,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1968.0,Unf,1,326,TA,TA,0,0,112,0,0,0,0,12,2006,WD,108480
50,RM,51.0,6120,BrkSide,5,6,1936,1950,Wd Sdng,Wd Sdng,0.0,TA,TA,No,Unf,0,Unf,0,927,927,SBrkr,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,Detchd,1995.0,Unf,2,576,TA,TA,112,0,0,0,0,0,0,4,2009,WD,141500
20,RL,54.0,13811,Timber,6,6,1987,1987,HdBoard,HdBoard,72.0,Gd,Gd,No,GLQ,980,LwQ,40,92,1112,SBrkr,1137,0,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1987.0,Unf,2,551,TA,TA,125,0,0,0,0,0,0,7,2006,WD,176000
30,RM,50.0,6000,BrkSide,5,7,1921,1950,Wd Sdng,Wd Shng,0.0,TA,TA,No,LwQ,616,Unf,0,0,616,SBrkr,616,0,0,616,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1921.0,Unf,1,205,TA,TA,0,0,129,0,0,0,0,6,2006,WD,89000
20,RL,57.0,6420,Edwards,5,7,1952,1952,Wd Sdng,Wd Sdng,0.0,Ex,Gd,Mn,LwQ,210,ALQ,551,219,980,FuseA,1148,0,0,1148,0,1,1,0,2,1,TA,6,Typ,0,Detchd,1952.0,Unf,1,308,TA,TA,0,0,0,0,0,0,0,9,2006,WD,123500
20,RL,65.0,8450,Sawyer,5,8,1965,2009,MetalSd,MetalSd,0.0,TA,TA,No,GLQ,553,BLQ,117,224,894,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Detchd,1973.0,Unf,1,336,TA,TA,416,144,0,0,0,0,0,4,2010,WD,138500
120,FV,59.0,4282,Somerst,7,5,2004,2004,MetalSd,MetalSd,0.0,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,SBrkr,1391,0,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,2004.0,RFn,2,530,TA,TA,156,158,0,0,0,0,0,7,2008,WD,196000
20,RL,85.0,14331,Timber,8,5,2002,2002,VinylSd,VinylSd,630.0,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800,SBrkr,1800,0,0,1800,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,3,765,TA,TA,270,78,0,0,0,0,0,5,2006,WD,312500
20,RL,80.0,9600,NWAmes,7,5,1969,1969,HdBoard,HdBoard,168.0,TA,TA,No,Unf,0,Unf,0,1164,1164,SBrkr,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,0,Attchd,1969.0,Unf,2,528,TA,TA,0,0,0,0,0,0,0,7,2006,COD,140000
60,RL,82.0,12438,StoneBr,8,5,2006,2006,VinylSd,VinylSd,466.0,Ex,Gd,No,Unf,0,Unf,0,1234,1234,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,BuiltIn,2006.0,Fin,3,666,TA,TA,324,100,0,0,0,0,0,7,2006,New,361919
190,RM,76.0,7630,OldTown,5,9,1900,1996,Wd Sdng,Wd Sdng,0.0,Gd,TA,No,Unf,0,Unf,0,360,360,SBrkr,1032,780,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,Detchd,1999.0,Unf,2,672,TA,TA,344,0,40,0,0,0,0,5,2010,WD,140000
20,RL,70.0,8400,CollgCr,7,5,2004,2005,VinylSd,VinylSd,109.0,Gd,TA,Av,GLQ,712,Unf,0,761,1473,SBrkr,1484,0,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2004.0,RFn,2,606,TA,TA,0,35,0,144,0,0,0,5,2010,WD,213000
190,RM,70.0,5600,IDOTRR,4,5,1930,1950,VinylSd,Wd Shng,0.0,,,,,0,,0,0,0,SBrkr,372,720,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,,,,0,0,,,0,0,0,0,0,0,3500,7,2010,WD,55000
20,RL,,115149,ClearCr,7,5,1971,2002,Plywood,Plywood,351.0,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,SBrkr,1824,0,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,Attchd,1971.0,Unf,2,739,TA,TA,380,48,0,0,0,0,0,6,2007,WD,302000
120,RL,48.0,6240,NridgHt,8,5,2006,2006,MetalSd,MetalSd,176.0,Gd,TA,No,GLQ,863,Unf,0,461,1324,SBrkr,1324,0,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2006.0,Fin,2,550,TA,TA,192,38,0,0,0,0,0,12,2009,WD,254000
60,RL,65.0,9018,Gilbert,7,5,2007,2007,VinylSd,VinylSd,0.0,Gd,TA,Av,Unf,0,Unf,0,728,728,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2007.0,Fin,2,400,TA,TA,100,24,0,0,0,0,0,7,2007,New,179540
20,RL,,7162,Sawyer,5,7,1966,1966,HdBoard,HdBoard,41.0,TA,TA,No,Unf,0,Unf,0,876,876,SBrkr,904,0,0,904,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1966.0,Unf,1,408,TA,TA,0,0,0,0,0,0,0,12,2008,WD,109900
30,RL,56.0,4130,BrkSide,3,6,1935,2003,VinylSd,VinylSd,0.0,TA,TA,No,Unf,0,Unf,0,270,270,SBrkr,729,0,0,729,0,0,1,0,2,1,TA,5,Maj2,0,,,,0,0,,,0,0,0,0,0,0,0,7,2008,WD,52000
50,C (all),66.0,8712,IDOTRR,4,7,1900,1950,MetalSd,MetalSd,0.0,TA,TA,Mn,Unf,0,Unf,0,859,859,SBrkr,859,319,0,1178,0,0,1,0,2,1,TA,7,Typ,0,Detchd,1964.0,RFn,1,384,TA,TA,68,0,98,0,0,0,0,1,2010,WD,102776
120,RL,40.0,4671,StoneBr,8,5,1988,1989,HdBoard,HdBoard,0.0,Gd,TA,Mn,GLQ,767,Unf,0,461,1228,SBrkr,1228,0,0,1228,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1988.0,Fin,2,472,TA,TA,168,120,0,0,0,0,0,10,2008,WD,189000
190,RL,60.0,9873,BrkSide,4,5,1970,1970,HdBoard,HdBoard,160.0,TA,TA,Av,ALQ,789,Unf,0,171,960,SBrkr,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,Detchd,1970.0,Unf,2,576,TA,TA,0,288,0,0,0,0,0,5,2006,WD,129000
60,RL,,13517,Sawyer,6,8,1976,2005,HdBoard,Plywood,289.0,TA,TA,No,GLQ,533,Unf,0,192,725,SBrkr,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,1976.0,RFn,2,475,TA,TA,0,44,0,0,0,0,0,3,2010,WD,130500
20,RL,78.0,10140,NWAmes,6,5,1974,1974,HdBoard,HdBoard,174.0,Gd,TA,No,Unf,0,Unf,0,1064,1064,SBrkr,1350,0,0,1350,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1974.0,RFn,2,478,TA,TA,0,0,0,0,0,0,0,8,2009,WD,165000
70,RM,60.0,10800,OldTown,7,8,1890,1998,Wd Sdng,VinylSd,0.0,TA,TA,No,Unf,0,Unf,0,718,718,SBrkr,1576,978,0,2554,0,0,1,1,3,1,TA,8,Typ,0,Detchd,1996.0,Unf,2,704,TA,TA,0,48,143,0,0,0,0,7,2007,WD,159500
20,RL,80.0,10000,NWAmes,5,6,1973,2000,HdBoard,HdBoard,0.0,Gd,TA,No,BLQ,1084,Unf,0,92,1176,SBrkr,1178,0,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,Attchd,1973.0,Unf,2,439,TA,TA,224,0,0,0,0,0,0,11,2008,WD,157000
60,RL,96.0,10542,NoRidge,7,5,1993,1994,Wd Sdng,ImStucc,651.0,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,Attchd,1993.0,RFn,3,983,TA,TA,250,154,216,0,0,0,0,8,2008,WD,341000
20,RL,69.0,9920,CollgCr,5,6,1969,1969,HdBoard,Plywood,0.0,Gd,TA,Gd,ALQ,523,Unf,0,448,971,SBrkr,971,0,0,971,0,0,1,1,3,1,TA,5,Typ,1,Attchd,1969.0,Unf,1,300,TA,TA,0,0,0,0,0,0,0,5,2006,WD,128500
120,RL,,6563,StoneBr,8,5,1985,1985,HdBoard,HdBoard,0.0,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,SBrkr,1742,0,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1985.0,RFn,2,564,TA,TA,114,28,234,0,0,0,0,12,2006,WD,275000
120,RM,,4426,CollgCr,6,5,2004,2004,VinylSd,VinylSd,169.0,Gd,TA,Av,GLQ,662,Unf,0,186,848,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,Attchd,2004.0,RFn,2,420,TA,TA,160,0,0,0,0,0,0,5,2010,WD,143000
20,RL,70.0,8120,NAmes,4,7,1970,1970,MetalSd,MetalSd,0.0,TA,TA,No,ALQ,191,Unf,0,673,864,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1994.0,Unf,2,463,TA,TA,0,0,0,0,0,0,0,7,2009,WD,124500
50,RL,60.0,8172,Edwards,4,6,1954,1972,MetalSd,MetalSd,0.0,TA,TA,No,Unf,0,Unf,0,941,941,SBrkr,997,473,0,1470,0,0,2,0,4,1,TA,7,Typ,0,Detchd,1958.0,Unf,1,548,TA,TA,0,0,0,0,156,0,0,5,2008,WD,135000
20,RL,86.0,13286,Edwards,9,5,2007,2008,CemntBd,CmentBd,340.0,Ex,TA,No,GLQ,1234,Unf,0,464,1698,SBrkr,1698,0,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,3,768,TA,TA,327,64,0,0,0,0,0,2,2009,WD,320000
20,RL,60.0,6960,NAmes,4,6,1970,1970,HdBoard,Plywood,0.0,TA,TA,No,ALQ,375,BLQ,239,250,864,SBrkr,864,0,0,864,0,0,1,0,3,1,Gd,5,Typ,0,Detchd,1989.0,Unf,2,660,TA,TA,96,0,0,0,0,0,500,11,2009,WD,120500
20,RL,,21695,Crawfor,6,9,1988,2007,Wd Sdng,Plywood,260.0,Gd,TA,No,GLQ,808,Unf,0,72,880,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Attchd,1988.0,Fin,2,540,TA,TA,292,44,0,182,0,0,0,12,2009,WD,222000
20,RL,64.0,7314,CollgCr,7,5,2007,2007,VinylSd,VinylSd,82.0,Gd,TA,Av,GLQ,724,Unf,0,508,1232,SBrkr,1232,0,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,Attchd,2007.0,RFn,2,632,TA,TA,132,0,0,0,0,0,0,2,2009,WD,194500
90,RL,85.0,11475,NAmes,5,5,1958,1958,VinylSd,VinylSd,95.0,TA,TA,No,Unf,0,Unf,0,1584,1584,SBrkr,1776,0,0,1776,1,0,2,0,4,2,TA,9,Typ,0,Detchd,1968.0,Unf,3,888,TA,TA,0,25,0,0,0,0,0,7,2009,COD,110000
30,RM,52.0,6240,IDOTRR,4,5,1925,1950,MetalSd,MetalSd,0.0,TA,TA,No,BLQ,152,Unf,0,628,780,FuseA,848,0,360,1208,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1962.0,Unf,2,539,TA,TA,0,23,112,0,0,0,0,1,2009,WD,103000
120,RL,39.0,5389,StoneBr,8,5,1995,1996,CemntBd,CmentBd,0.0,Gd,TA,No,GLQ,1180,Unf,0,415,1595,SBrkr,1616,0,0,1616,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1995.0,RFn,2,608,TA,TA,237,152,0,0,0,0,0,3,2010,WD,236500
80,RL,73.0,9590,Timber,7,5,2003,2003,VinylSd,VinylSd,442.0,Ex,TA,Av,GLQ,786,Unf,0,82,868,SBrkr,1146,0,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Attchd,2003.0,Fin,2,438,TA,TA,160,22,0,0,0,0,0,5,2007,WD,187500
